n_trials,crossing_rate,fallback_rate,p_choice_0,p_choice_1,p_choice_2,p_choice_3,target_accuracy,flanker_response_proportion,other_response_proportion,hard_first_crossing_time_mean,final_rt_mean,final_rt_sd,final_rt_median,q10,q25,q50,q75,q90,q95,skewness,kurtosis,min,max,correct_mean_decision_time,error_mean_decision_time,error_minus_correct_decision_time,fast_error_proportion,no_crossing_proportion,analysis_group,age_group,condition,seed,evidence_scale,evidence_gap,target_channel
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16999999999999996,0.9200000000000002,1.110778552818352e-16,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,0.92,0.92,0.16999999999999996,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260801,0.8357658386230469,1.0029190063476563,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260801,0.8357658386230469,,0.0
1000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260801,0.8357658386230469,,1.0
1000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260801,0.8357658386230469,,2.0
1000,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260801,0.8357658386230469,,3.0
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,equal_deterministic,20260802,0.8357658386230469,,
1000,0.002,0.998,0.262,0.241,0.238,0.259,0.262,0.241,0.497,0.7889399999999999,1.5389399999999995,0.023728452107953428,1.54,1.54,1.54,1.54,1.54,1.54,1.54,-22.400727258807112,501.3754187054718,0.98,1.54,0.7899999999999998,0.7885636856368564,-0.0014363143631433983,0.738,0.998,older_80_89,Older,noise_only,20260802,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,weak_target_advantage,20260802,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,moderate_target_advantage,20260802,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,strong_target_advantage,20260802,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7100000000000002,1.4600000000000004,4.443114211273408e-16,1.46,1.46,1.46,1.46,1.46,1.46,1.46,,,1.46,1.46,0.7100000000000002,,,0.0,0.0,older_80_89,Older,early_flanker_capture_target_recovery,20260802,0.8357658386230469,,
1000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,,0.7899999999999998,,1.0,1.0,older_80_89,Older,target_first_late_flanker,20260802,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,0.0,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,0.1671531677246094,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,0.3343063354492188,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,0.5014595031738281,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,0.6686126708984376,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,0.835765838623047,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16999999999999996,0.9200000000000002,1.110778552818352e-16,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,0.92,0.92,0.16999999999999996,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260802,0.8357658386230469,1.0029190063476563,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260802,0.8357658386230469,,0.0
1000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260802,0.8357658386230469,,1.0
1000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260802,0.8357658386230469,,2.0
1000,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260802,0.8357658386230469,,3.0
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,equal_deterministic,20260803,0.8357658386230469,,
1000,0.003,0.997,0.249,0.23,0.255,0.266,0.249,0.23,0.521,0.7894599999999998,1.5394599999999996,0.01084555328353635,1.54,1.54,1.54,1.54,1.54,1.54,1.54,-21.852208148148836,495.1154457402518,1.27,1.54,0.7889156626506024,0.7896404793608524,0.0007248167102499314,0.751,0.997,older_80_89,Older,noise_only,20260803,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,weak_target_advantage,20260803,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,moderate_target_advantage,20260803,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,strong_target_advantage,20260803,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7100000000000002,1.4600000000000004,4.443114211273408e-16,1.46,1.46,1.46,1.46,1.46,1.46,1.46,,,1.46,1.46,0.7100000000000002,,,0.0,0.0,older_80_89,Older,early_flanker_capture_target_recovery,20260803,0.8357658386230469,,
1000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,,0.7899999999999998,,1.0,1.0,older_80_89,Older,target_first_late_flanker,20260803,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,0.0,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,0.1671531677246094,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,0.3343063354492188,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,0.5014595031738281,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,0.6686126708984376,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,0.835765838623047,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16999999999999996,0.9200000000000002,1.110778552818352e-16,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,0.92,0.92,0.16999999999999996,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260803,0.8357658386230469,1.0029190063476563,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260803,0.8357658386230469,,0.0
1000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260803,0.8357658386230469,,1.0
1000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260803,0.8357658386230469,,2.0
1000,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260803,0.8357658386230469,,3.0
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,equal_deterministic,20260804,0.8357658386230469,,
1000,0.002,0.998,0.259,0.263,0.22,0.258,0.259,0.263,0.478,0.7894399999999998,1.5394399999999997,0.012587487630375049,1.54,1.54,1.54,1.54,1.54,1.54,1.54,-22.672082913468206,517.464680856341,1.23,1.54,0.7899999999999999,0.7892442645074226,-0.0007557354925773474,0.741,0.998,older_80_89,Older,noise_only,20260804,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,weak_target_advantage,20260804,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,moderate_target_advantage,20260804,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,strong_target_advantage,20260804,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7100000000000002,1.4600000000000004,4.443114211273408e-16,1.46,1.46,1.46,1.46,1.46,1.46,1.46,,,1.46,1.46,0.7100000000000002,,,0.0,0.0,older_80_89,Older,early_flanker_capture_target_recovery,20260804,0.8357658386230469,,
1000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,,0.7899999999999998,,1.0,1.0,older_80_89,Older,target_first_late_flanker,20260804,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,0.0,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,0.1671531677246094,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,0.3343063354492188,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,0.5014595031738281,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,0.6686126708984376,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,0.835765838623047,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16999999999999996,0.9200000000000002,1.110778552818352e-16,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,0.92,0.92,0.16999999999999996,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260804,0.8357658386230469,1.0029190063476563,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260804,0.8357658386230469,,0.0
1000,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260804,0.8357658386230469,,1.0
1000,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260804,0.8357658386230469,,2.0
1000,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,channel_permutation,20260804,0.8357658386230469,,3.0
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,equal_deterministic,20260805,0.8357658386230469,,
1000,0.002,0.998,0.259,0.252,0.236,0.253,0.259,0.252,0.489,0.7892999999999999,1.5392999999999997,0.020613950008063354,1.54,1.54,1.54,1.54,1.54,1.54,1.54,-31.310776585412267,983.3253507075575,0.89,1.54,0.7899999999999999,0.7890553306342781,-0.0009446693657217953,0.741,0.998,older_80_89,Older,noise_only,20260805,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,weak_target_advantage,20260805,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,moderate_target_advantage,20260805,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2599999999999999,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,,,1.01,1.01,0.2599999999999999,,,0.0,0.0,older_80_89,Older,strong_target_advantage,20260805,0.8357658386230469,,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7100000000000002,1.4600000000000004,4.443114211273408e-16,1.46,1.46,1.46,1.46,1.46,1.46,1.46,,,1.46,1.46,0.7100000000000002,,,0.0,0.0,older_80_89,Older,early_flanker_capture_target_recovery,20260805,0.8357658386230469,,
1000,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,,0.7899999999999998,,1.0,1.0,older_80_89,Older,target_first_late_flanker,20260805,0.8357658386230469,,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260805,0.8357658386230469,0.0,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260805,0.8357658386230469,0.1671531677246094,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260805,0.8357658386230469,0.3343063354492188,
1000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7899999999999998,1.5399999999999996,4.443114211273408e-16,1.54,1.54,1.54,1.54,1.54,1.54,1.54,,,1.54,1.54,0.7899999999999998,,,0.0,1.0,older_80_89,Older,evidence_strength_sweep,20260805,0.8357658386230469,0.5014595031738281,
1000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4400000000000001,1.19,0.0,1.19,1.19,1.19,1.19,1.19,1.19,1.19,,,1.19,1.19,0.4400000000000001,,,0.0,0.0,older_80_89,Older,evidence_strength_sweep,20260805,0.8357658386230469,0.6686126708984376,
