condition_id,user_id,trial,model_response,model_error,reset,b_L,b_R,b_U,b_D
B0,182,62,2,False,False,0.0,0.0,0.0,0.0
B0,182,63,2,False,False,0.0,0.0,0.0,0.0
B0,182,64,1,True,False,0.0,0.0,0.0,0.0
B0,182,65,1,False,False,0.0,0.0,0.0,0.0
B0,182,66,0,False,False,0.0,0.0,0.0,0.0
B0,182,67,1,False,False,0.0,0.0,0.0,0.0
B0,182,68,2,False,False,0.0,0.0,0.0,0.0
B0,182,69,2,False,False,0.0,0.0,0.0,0.0
B0,182,70,2,False,False,0.0,0.0,0.0,0.0
B0,182,71,2,False,False,0.0,0.0,0.0,0.0
B0,182,72,2,False,False,0.0,0.0,0.0,0.0
B0,182,73,1,True,False,0.0,0.0,0.0,0.0
B0,182,74,2,False,False,0.0,0.0,0.0,0.0
B0,182,75,1,False,False,0.0,0.0,0.0,0.0
B0,182,76,2,False,False,0.0,0.0,0.0,0.0
B0,182,1,0,False,True,0.0,0.0,0.0,0.0
B0,182,2,1,False,False,0.0,0.0,0.0,0.0
B0,182,3,3,False,False,0.0,0.0,0.0,0.0
B0,182,4,1,False,False,0.0,0.0,0.0,0.0
B0,182,5,1,False,False,0.0,0.0,0.0,0.0
B0,182,6,2,False,False,0.0,0.0,0.0,0.0
B0,182,7,1,False,False,0.0,0.0,0.0,0.0
B0,182,8,0,False,False,0.0,0.0,0.0,0.0
B0,182,9,1,False,False,0.0,0.0,0.0,0.0
B0,182,10,2,False,False,0.0,0.0,0.0,0.0
B0,182,11,2,False,False,0.0,0.0,0.0,0.0
B0,182,12,3,False,False,0.0,0.0,0.0,0.0
B0,182,13,2,False,False,0.0,0.0,0.0,0.0
B0,182,14,0,False,False,0.0,0.0,0.0,0.0
B0,182,15,3,False,False,0.0,0.0,0.0,0.0
B0,182,16,0,False,False,0.0,0.0,0.0,0.0
B0,182,17,0,False,False,0.0,0.0,0.0,0.0
B0,182,18,0,False,False,0.0,0.0,0.0,0.0
B0,182,19,3,False,False,0.0,0.0,0.0,0.0
B0,182,20,1,False,False,0.0,0.0,0.0,0.0
B0,182,21,2,False,False,0.0,0.0,0.0,0.0
B0,182,22,1,False,False,0.0,0.0,0.0,0.0
B0,182,23,0,False,False,0.0,0.0,0.0,0.0
B0,182,24,0,False,False,0.0,0.0,0.0,0.0
B0,182,25,1,False,False,0.0,0.0,0.0,0.0
B0,182,26,3,True,False,0.0,0.0,0.0,0.0
B0,182,27,3,False,False,0.0,0.0,0.0,0.0
B0,182,28,0,False,False,0.0,0.0,0.0,0.0
B0,182,29,1,False,False,0.0,0.0,0.0,0.0
B0,182,30,2,False,False,0.0,0.0,0.0,0.0
B0,182,31,3,False,False,0.0,0.0,0.0,0.0
B0,182,32,0,False,False,0.0,0.0,0.0,0.0
B0,182,33,0,False,False,0.0,0.0,0.0,0.0
B0,182,34,1,False,False,0.0,0.0,0.0,0.0
B0,182,35,3,False,False,0.0,0.0,0.0,0.0
B0,182,36,0,False,False,0.0,0.0,0.0,0.0
B0,182,37,2,False,False,0.0,0.0,0.0,0.0
B0,182,38,3,False,False,0.0,0.0,0.0,0.0
B0,182,39,0,False,False,0.0,0.0,0.0,0.0
B0,182,40,3,False,False,0.0,0.0,0.0,0.0
B0,182,41,2,False,False,0.0,0.0,0.0,0.0
B0,182,42,3,True,False,0.0,0.0,0.0,0.0
B0,182,43,3,False,False,0.0,0.0,0.0,0.0
B0,182,44,3,False,False,0.0,0.0,0.0,0.0
B0,182,45,2,False,False,0.0,0.0,0.0,0.0
B0,182,46,0,False,False,0.0,0.0,0.0,0.0
B0,182,47,3,False,False,0.0,0.0,0.0,0.0
B0,182,48,3,False,False,0.0,0.0,0.0,0.0
B0,182,49,3,False,False,0.0,0.0,0.0,0.0
B0,182,50,0,False,False,0.0,0.0,0.0,0.0
B0,182,51,3,False,False,0.0,0.0,0.0,0.0
B0,182,52,3,False,False,0.0,0.0,0.0,0.0
B0,182,53,1,False,False,0.0,0.0,0.0,0.0
B0,182,54,3,False,False,0.0,0.0,0.0,0.0
B0,182,55,2,False,False,0.0,0.0,0.0,0.0
B0,182,56,1,False,False,0.0,0.0,0.0,0.0
B0,182,57,0,False,False,0.0,0.0,0.0,0.0
B0,182,58,1,False,False,0.0,0.0,0.0,0.0
B0,182,59,0,False,False,0.0,0.0,0.0,0.0
B0,182,60,2,False,False,0.0,0.0,0.0,0.0
B0,182,61,0,False,False,0.0,0.0,0.0,0.0
B0,182,62,3,True,False,0.0,0.0,0.0,0.0
B0,182,63,1,False,False,0.0,0.0,0.0,0.0
B0,182,64,3,False,False,0.0,0.0,0.0,0.0
B0,182,65,0,False,False,0.0,0.0,0.0,0.0
B0,182,66,2,False,False,0.0,0.0,0.0,0.0
B0,182,67,2,False,False,0.0,0.0,0.0,0.0
B0,182,68,1,False,False,0.0,0.0,0.0,0.0
B0,182,69,2,False,False,0.0,0.0,0.0,0.0
B0,182,70,1,False,False,0.0,0.0,0.0,0.0
B0,182,71,1,False,False,0.0,0.0,0.0,0.0
B0,182,72,3,True,False,0.0,0.0,0.0,0.0
B0,182,73,0,False,False,0.0,0.0,0.0,0.0
B0,182,74,1,False,False,0.0,0.0,0.0,0.0
B0,182,75,3,False,False,0.0,0.0,0.0,0.0
B0,182,76,2,False,False,0.0,0.0,0.0,0.0
B0,182,77,0,False,False,0.0,0.0,0.0,0.0
B0,182,78,3,False,False,0.0,0.0,0.0,0.0
B0,182,79,3,False,False,0.0,0.0,0.0,0.0
B0,182,1,0,False,True,0.0,0.0,0.0,0.0
B0,182,2,2,False,False,0.0,0.0,0.0,0.0
B0,182,3,0,False,False,0.0,0.0,0.0,0.0
B0,182,4,2,False,False,0.0,0.0,0.0,0.0
B0,182,5,2,False,False,0.0,0.0,0.0,0.0
B0,182,6,3,False,False,0.0,0.0,0.0,0.0
B0,182,7,0,False,False,0.0,0.0,0.0,0.0
B0,182,8,3,False,False,0.0,0.0,0.0,0.0
B0,182,9,0,False,False,0.0,0.0,0.0,0.0
B0,182,10,2,False,False,0.0,0.0,0.0,0.0
B0,182,11,3,False,False,0.0,0.0,0.0,0.0
B0,182,12,3,False,False,0.0,0.0,0.0,0.0
B0,182,13,0,False,False,0.0,0.0,0.0,0.0
B0,182,14,0,False,False,0.0,0.0,0.0,0.0
B0,182,15,3,False,False,0.0,0.0,0.0,0.0
B0,182,16,1,False,False,0.0,0.0,0.0,0.0
B0,182,17,0,False,False,0.0,0.0,0.0,0.0
B0,182,18,3,False,False,0.0,0.0,0.0,0.0
B0,182,19,3,False,False,0.0,0.0,0.0,0.0
B0,182,20,1,False,False,0.0,0.0,0.0,0.0
B0,182,21,3,False,False,0.0,0.0,0.0,0.0
B0,182,22,0,False,False,0.0,0.0,0.0,0.0
B0,182,23,2,False,False,0.0,0.0,0.0,0.0
B0,182,24,1,False,False,0.0,0.0,0.0,0.0
B0,182,25,3,False,False,0.0,0.0,0.0,0.0
B0,182,26,1,False,False,0.0,0.0,0.0,0.0
B0,182,27,0,False,False,0.0,0.0,0.0,0.0
B0,182,28,2,False,False,0.0,0.0,0.0,0.0
B0,182,29,3,False,False,0.0,0.0,0.0,0.0
B0,182,30,3,False,False,0.0,0.0,0.0,0.0
B0,182,31,1,False,False,0.0,0.0,0.0,0.0
B0,182,32,0,False,False,0.0,0.0,0.0,0.0
B0,182,33,1,False,False,0.0,0.0,0.0,0.0
B0,182,34,1,False,False,0.0,0.0,0.0,0.0
B0,182,35,2,False,False,0.0,0.0,0.0,0.0
B0,182,36,0,False,False,0.0,0.0,0.0,0.0
B0,182,37,0,False,False,0.0,0.0,0.0,0.0
B0,182,38,0,False,False,0.0,0.0,0.0,0.0
B0,182,39,3,False,False,0.0,0.0,0.0,0.0
B0,182,40,3,True,False,0.0,0.0,0.0,0.0
B0,182,41,0,False,False,0.0,0.0,0.0,0.0
B0,182,42,2,False,False,0.0,0.0,0.0,0.0
B0,182,43,3,True,False,0.0,0.0,0.0,0.0
B0,182,44,3,False,False,0.0,0.0,0.0,0.0
B0,182,45,2,False,False,0.0,0.0,0.0,0.0
B0,182,46,1,False,False,0.0,0.0,0.0,0.0
B0,182,47,1,False,False,0.0,0.0,0.0,0.0
B0,182,48,1,False,False,0.0,0.0,0.0,0.0
B0,182,49,3,False,False,0.0,0.0,0.0,0.0
B0,182,50,3,False,False,0.0,0.0,0.0,0.0
B0,182,51,3,False,False,0.0,0.0,0.0,0.0
B0,182,52,3,False,False,0.0,0.0,0.0,0.0
B0,182,53,0,False,False,0.0,0.0,0.0,0.0
B0,182,54,3,True,False,0.0,0.0,0.0,0.0
B0,182,55,0,False,False,0.0,0.0,0.0,0.0
B0,182,56,0,False,False,0.0,0.0,0.0,0.0
B0,182,57,0,False,False,0.0,0.0,0.0,0.0
B0,182,58,1,False,False,0.0,0.0,0.0,0.0
B0,182,59,0,False,False,0.0,0.0,0.0,0.0
B0,182,60,2,False,False,0.0,0.0,0.0,0.0
B0,182,61,3,False,False,0.0,0.0,0.0,0.0
B0,182,62,3,False,False,0.0,0.0,0.0,0.0
B0,182,63,0,False,False,0.0,0.0,0.0,0.0
B0,182,64,2,False,False,0.0,0.0,0.0,0.0
B0,182,65,2,False,False,0.0,0.0,0.0,0.0
B0,182,66,3,False,False,0.0,0.0,0.0,0.0
B0,182,67,3,False,False,0.0,0.0,0.0,0.0
B0,182,68,3,True,False,0.0,0.0,0.0,0.0
B0,182,69,3,False,False,0.0,0.0,0.0,0.0
B0,182,70,3,False,False,0.0,0.0,0.0,0.0
B0,182,71,0,False,False,0.0,0.0,0.0,0.0
B0,182,72,0,False,False,0.0,0.0,0.0,0.0
B0,182,73,1,False,False,0.0,0.0,0.0,0.0
B0,182,1,3,False,True,0.0,0.0,0.0,0.0
B0,182,2,3,False,False,0.0,0.0,0.0,0.0
B0,182,3,3,True,False,0.0,0.0,0.0,0.0
B0,182,4,3,False,False,0.0,0.0,0.0,0.0
B0,182,5,2,False,False,0.0,0.0,0.0,0.0
B0,182,6,2,False,False,0.0,0.0,0.0,0.0
B0,182,7,1,False,False,0.0,0.0,0.0,0.0
B0,182,8,0,False,False,0.0,0.0,0.0,0.0
B0,182,9,1,False,False,0.0,0.0,0.0,0.0
B0,182,10,2,False,False,0.0,0.0,0.0,0.0
B0,182,11,3,True,False,0.0,0.0,0.0,0.0
B0,182,12,0,False,False,0.0,0.0,0.0,0.0
B0,182,13,0,False,False,0.0,0.0,0.0,0.0
B0,182,14,1,False,False,0.0,0.0,0.0,0.0
B0,182,15,0,False,False,0.0,0.0,0.0,0.0
B0,182,16,1,False,False,0.0,0.0,0.0,0.0
B0,182,17,0,False,False,0.0,0.0,0.0,0.0
B0,182,18,2,False,False,0.0,0.0,0.0,0.0
B0,182,19,1,False,False,0.0,0.0,0.0,0.0
B0,182,20,2,False,False,0.0,0.0,0.0,0.0
B0,182,21,1,False,False,0.0,0.0,0.0,0.0
B0,182,22,1,False,False,0.0,0.0,0.0,0.0
B0,182,23,1,False,False,0.0,0.0,0.0,0.0
B0,182,24,3,True,False,0.0,0.0,0.0,0.0
B0,182,25,1,False,False,0.0,0.0,0.0,0.0
B0,182,26,3,False,False,0.0,0.0,0.0,0.0
B0,182,27,2,False,False,0.0,0.0,0.0,0.0
B0,182,28,3,False,False,0.0,0.0,0.0,0.0
B0,677,1,1,False,True,0.0,0.0,0.0,0.0
B0,677,2,2,False,False,0.0,0.0,0.0,0.0
B0,677,3,3,False,False,0.0,0.0,0.0,0.0
B0,677,4,2,False,False,0.0,0.0,0.0,0.0
B0,677,5,1,False,False,0.0,0.0,0.0,0.0
B0,677,6,3,True,False,0.0,0.0,0.0,0.0
B0,677,7,2,False,False,0.0,0.0,0.0,0.0
B0,677,8,0,False,False,0.0,0.0,0.0,0.0
B0,677,9,0,False,False,0.0,0.0,0.0,0.0
B0,677,10,1,False,False,0.0,0.0,0.0,0.0
B0,677,11,0,False,False,0.0,0.0,0.0,0.0
B0,677,12,2,False,False,0.0,0.0,0.0,0.0
B0,677,13,0,False,False,0.0,0.0,0.0,0.0
B0,677,14,2,False,False,0.0,0.0,0.0,0.0
B0,677,15,3,False,False,0.0,0.0,0.0,0.0
B0,677,16,3,False,False,0.0,0.0,0.0,0.0
B0,677,17,0,False,False,0.0,0.0,0.0,0.0
B0,677,18,3,True,False,0.0,0.0,0.0,0.0
B0,677,19,2,False,False,0.0,0.0,0.0,0.0
B0,677,20,3,False,False,0.0,0.0,0.0,0.0
B0,677,21,3,False,False,0.0,0.0,0.0,0.0
B0,677,22,2,False,False,0.0,0.0,0.0,0.0
B0,677,23,1,False,False,0.0,0.0,0.0,0.0
B0,677,24,2,False,False,0.0,0.0,0.0,0.0
B0,677,25,0,False,False,0.0,0.0,0.0,0.0
B0,677,26,0,False,False,0.0,0.0,0.0,0.0
B0,677,27,0,False,False,0.0,0.0,0.0,0.0
B0,677,28,0,False,False,0.0,0.0,0.0,0.0
B0,677,29,0,False,False,0.0,0.0,0.0,0.0
B0,677,30,1,False,False,0.0,0.0,0.0,0.0
B0,677,31,0,False,False,0.0,0.0,0.0,0.0
B0,677,32,0,False,False,0.0,0.0,0.0,0.0
B0,677,33,0,False,False,0.0,0.0,0.0,0.0
B0,677,34,1,False,False,0.0,0.0,0.0,0.0
B0,677,35,0,False,False,0.0,0.0,0.0,0.0
B0,677,36,3,False,False,0.0,0.0,0.0,0.0
B0,677,37,2,False,False,0.0,0.0,0.0,0.0
B0,677,38,2,False,False,0.0,0.0,0.0,0.0
B0,677,39,2,False,False,0.0,0.0,0.0,0.0
B0,677,40,3,False,False,0.0,0.0,0.0,0.0
B0,677,41,0,False,False,0.0,0.0,0.0,0.0
B0,677,42,0,False,False,0.0,0.0,0.0,0.0
B0,677,43,3,False,False,0.0,0.0,0.0,0.0
B0,677,44,2,False,False,0.0,0.0,0.0,0.0
B0,677,45,3,False,False,0.0,0.0,0.0,0.0
B0,677,46,3,False,False,0.0,0.0,0.0,0.0
B0,677,47,0,False,False,0.0,0.0,0.0,0.0
B0,677,48,3,False,False,0.0,0.0,0.0,0.0
B0,677,49,1,False,False,0.0,0.0,0.0,0.0
B0,677,50,2,False,False,0.0,0.0,0.0,0.0
B0,677,51,0,False,False,0.0,0.0,0.0,0.0
B0,677,52,1,False,False,0.0,0.0,0.0,0.0
B0,677,53,3,False,False,0.0,0.0,0.0,0.0
B0,677,54,2,False,False,0.0,0.0,0.0,0.0
B0,677,55,1,False,False,0.0,0.0,0.0,0.0
B0,677,56,2,False,False,0.0,0.0,0.0,0.0
B0,677,57,2,False,False,0.0,0.0,0.0,0.0
B0,677,59,3,False,True,0.0,0.0,0.0,0.0
B0,677,60,0,False,False,0.0,0.0,0.0,0.0
B0,677,61,2,False,False,0.0,0.0,0.0,0.0
B0,677,62,3,False,False,0.0,0.0,0.0,0.0
B0,677,63,2,False,False,0.0,0.0,0.0,0.0
B0,677,64,2,False,False,0.0,0.0,0.0,0.0
B0,677,65,0,False,False,0.0,0.0,0.0,0.0
B0,677,66,0,False,False,0.0,0.0,0.0,0.0
B0,677,67,3,False,False,0.0,0.0,0.0,0.0
B0,677,1,3,False,True,0.0,0.0,0.0,0.0
B0,677,2,0,False,False,0.0,0.0,0.0,0.0
B0,677,3,1,False,False,0.0,0.0,0.0,0.0
B0,677,4,3,False,False,0.0,0.0,0.0,0.0
B0,677,5,2,False,False,0.0,0.0,0.0,0.0
B0,677,6,1,False,False,0.0,0.0,0.0,0.0
B0,677,7,1,False,False,0.0,0.0,0.0,0.0
B0,677,8,1,False,False,0.0,0.0,0.0,0.0
B0,677,9,3,False,False,0.0,0.0,0.0,0.0
B0,677,10,0,False,False,0.0,0.0,0.0,0.0
B0,677,11,1,False,False,0.0,0.0,0.0,0.0
B0,677,12,0,False,False,0.0,0.0,0.0,0.0
B0,677,13,2,False,False,0.0,0.0,0.0,0.0
B0,677,14,2,False,False,0.0,0.0,0.0,0.0
B0,677,15,2,False,False,0.0,0.0,0.0,0.0
B0,677,16,1,True,False,0.0,0.0,0.0,0.0
B0,677,17,3,False,False,0.0,0.0,0.0,0.0
B0,677,18,0,False,False,0.0,0.0,0.0,0.0
B0,677,19,1,False,False,0.0,0.0,0.0,0.0
B0,677,20,3,False,False,0.0,0.0,0.0,0.0
B0,677,21,0,False,False,0.0,0.0,0.0,0.0
B0,677,22,0,False,False,0.0,0.0,0.0,0.0
B0,677,23,0,False,False,0.0,0.0,0.0,0.0
B0,677,24,1,False,False,0.0,0.0,0.0,0.0
B0,677,25,0,False,False,0.0,0.0,0.0,0.0
B0,677,26,3,False,False,0.0,0.0,0.0,0.0
B0,677,27,2,False,False,0.0,0.0,0.0,0.0
B0,677,28,0,False,False,0.0,0.0,0.0,0.0
B0,677,29,3,False,False,0.0,0.0,0.0,0.0
B0,677,30,1,False,False,0.0,0.0,0.0,0.0
B0,677,31,0,False,False,0.0,0.0,0.0,0.0
B0,677,32,1,False,False,0.0,0.0,0.0,0.0
B0,677,33,0,False,False,0.0,0.0,0.0,0.0
B0,677,34,2,False,False,0.0,0.0,0.0,0.0
B0,677,35,0,False,False,0.0,0.0,0.0,0.0
B0,677,36,1,False,False,0.0,0.0,0.0,0.0
B0,677,37,2,False,False,0.0,0.0,0.0,0.0
B0,677,38,2,False,False,0.0,0.0,0.0,0.0
B0,677,39,2,False,False,0.0,0.0,0.0,0.0
B0,677,40,1,False,False,0.0,0.0,0.0,0.0
B0,677,41,3,False,False,0.0,0.0,0.0,0.0
B0,677,42,2,False,False,0.0,0.0,0.0,0.0
B0,677,43,3,False,False,0.0,0.0,0.0,0.0
B0,677,44,2,False,False,0.0,0.0,0.0,0.0
B0,677,45,0,False,False,0.0,0.0,0.0,0.0
B0,677,46,1,False,False,0.0,0.0,0.0,0.0
B0,677,47,3,False,False,0.0,0.0,0.0,0.0
B0,677,48,2,False,False,0.0,0.0,0.0,0.0
B0,677,49,2,False,False,0.0,0.0,0.0,0.0
B0,677,50,0,False,False,0.0,0.0,0.0,0.0
B0,677,51,2,False,False,0.0,0.0,0.0,0.0
B0,677,52,3,False,False,0.0,0.0,0.0,0.0
B0,677,53,3,True,False,0.0,0.0,0.0,0.0
B0,677,54,2,False,False,0.0,0.0,0.0,0.0
B0,677,55,0,False,False,0.0,0.0,0.0,0.0
B0,677,56,2,False,False,0.0,0.0,0.0,0.0
B0,677,57,3,False,False,0.0,0.0,0.0,0.0
B0,677,58,1,False,False,0.0,0.0,0.0,0.0
B0,677,59,3,False,False,0.0,0.0,0.0,0.0
B0,677,60,2,False,False,0.0,0.0,0.0,0.0
B0,677,61,1,False,False,0.0,0.0,0.0,0.0
B0,677,62,2,False,False,0.0,0.0,0.0,0.0
B0,677,63,1,False,False,0.0,0.0,0.0,0.0
B0,677,2,1,False,True,0.0,0.0,0.0,0.0
B0,677,3,3,False,False,0.0,0.0,0.0,0.0
B0,677,4,3,False,False,0.0,0.0,0.0,0.0
B0,677,5,3,True,False,0.0,0.0,0.0,0.0
B0,677,6,2,False,False,0.0,0.0,0.0,0.0
B0,677,7,0,False,False,0.0,0.0,0.0,0.0
B0,677,8,3,False,False,0.0,0.0,0.0,0.0
B0,677,9,0,False,False,0.0,0.0,0.0,0.0
B0,677,10,0,False,False,0.0,0.0,0.0,0.0
B0,677,11,0,False,False,0.0,0.0,0.0,0.0
B0,677,12,0,False,False,0.0,0.0,0.0,0.0
B0,677,13,0,False,False,0.0,0.0,0.0,0.0
B0,677,14,0,False,False,0.0,0.0,0.0,0.0
B0,677,15,3,False,False,0.0,0.0,0.0,0.0
B0,677,16,3,False,False,0.0,0.0,0.0,0.0
B0,677,17,1,False,False,0.0,0.0,0.0,0.0
B0,677,18,1,False,False,0.0,0.0,0.0,0.0
B0,677,19,1,False,False,0.0,0.0,0.0,0.0
B0,677,20,3,False,False,0.0,0.0,0.0,0.0
B0,677,21,3,False,False,0.0,0.0,0.0,0.0
B0,677,22,0,False,False,0.0,0.0,0.0,0.0
B0,677,23,2,False,False,0.0,0.0,0.0,0.0
B0,677,24,2,False,False,0.0,0.0,0.0,0.0
B0,677,25,0,False,False,0.0,0.0,0.0,0.0
B0,677,26,3,False,False,0.0,0.0,0.0,0.0
B0,677,27,3,False,False,0.0,0.0,0.0,0.0
B0,677,28,1,False,False,0.0,0.0,0.0,0.0
B0,677,29,0,False,False,0.0,0.0,0.0,0.0
B0,677,30,1,False,False,0.0,0.0,0.0,0.0
B0,677,31,0,False,False,0.0,0.0,0.0,0.0
B0,677,32,2,False,False,0.0,0.0,0.0,0.0
B0,677,33,0,False,False,0.0,0.0,0.0,0.0
B0,677,34,2,False,False,0.0,0.0,0.0,0.0
B0,677,35,3,False,False,0.0,0.0,0.0,0.0
B0,677,36,1,False,False,0.0,0.0,0.0,0.0
B0,677,37,3,False,False,0.0,0.0,0.0,0.0
B0,677,38,2,False,False,0.0,0.0,0.0,0.0
B0,677,39,3,False,False,0.0,0.0,0.0,0.0
B0,677,40,1,False,False,0.0,0.0,0.0,0.0
B0,677,41,1,False,False,0.0,0.0,0.0,0.0
B0,677,42,3,True,False,0.0,0.0,0.0,0.0
B0,677,43,3,False,False,0.0,0.0,0.0,0.0
B0,677,44,1,False,False,0.0,0.0,0.0,0.0
B0,677,45,1,False,False,0.0,0.0,0.0,0.0
B0,677,46,3,False,False,0.0,0.0,0.0,0.0
B0,677,47,3,False,False,0.0,0.0,0.0,0.0
B0,677,48,3,False,False,0.0,0.0,0.0,0.0
B0,677,49,3,False,False,0.0,0.0,0.0,0.0
B0,677,50,1,False,False,0.0,0.0,0.0,0.0
B0,677,51,3,False,False,0.0,0.0,0.0,0.0
B0,677,52,1,False,False,0.0,0.0,0.0,0.0
B0,677,53,0,False,False,0.0,0.0,0.0,0.0
B0,677,54,0,False,False,0.0,0.0,0.0,0.0
B0,677,55,3,False,False,0.0,0.0,0.0,0.0
B0,677,56,3,False,False,0.0,0.0,0.0,0.0
B0,677,57,1,False,False,0.0,0.0,0.0,0.0
B0,677,58,2,False,False,0.0,0.0,0.0,0.0
B0,677,59,0,False,False,0.0,0.0,0.0,0.0
B0,677,60,1,False,False,0.0,0.0,0.0,0.0
B0,677,61,1,False,False,0.0,0.0,0.0,0.0
B0,677,62,2,False,False,0.0,0.0,0.0,0.0
B0,677,63,0,False,False,0.0,0.0,0.0,0.0
B0,677,64,2,False,False,0.0,0.0,0.0,0.0
B0,677,65,2,False,False,0.0,0.0,0.0,0.0
B0,677,66,0,False,False,0.0,0.0,0.0,0.0
B0,677,67,2,False,False,0.0,0.0,0.0,0.0
B0,677,68,3,False,False,0.0,0.0,0.0,0.0
B0,677,69,0,False,False,0.0,0.0,0.0,0.0
B0,677,70,2,False,False,0.0,0.0,0.0,0.0
B0,677,71,3,False,False,0.0,0.0,0.0,0.0
B0,677,1,3,True,True,0.0,0.0,0.0,0.0
B0,677,2,3,False,False,0.0,0.0,0.0,0.0
B0,677,3,1,True,False,0.0,0.0,0.0,0.0
B0,677,4,3,False,False,0.0,0.0,0.0,0.0
B0,677,7,3,False,True,0.0,0.0,0.0,0.0
B0,677,8,1,False,False,0.0,0.0,0.0,0.0
B0,677,9,1,False,False,0.0,0.0,0.0,0.0
B0,677,10,3,False,False,0.0,0.0,0.0,0.0
B0,677,11,3,False,False,0.0,0.0,0.0,0.0
B0,677,12,2,False,False,0.0,0.0,0.0,0.0
B0,677,13,2,False,False,0.0,0.0,0.0,0.0
B0,677,14,2,False,False,0.0,0.0,0.0,0.0
B0,677,15,3,True,False,0.0,0.0,0.0,0.0
B0,677,16,3,False,False,0.0,0.0,0.0,0.0
B0,677,17,0,False,False,0.0,0.0,0.0,0.0
B0,677,18,0,False,False,0.0,0.0,0.0,0.0
B0,677,19,0,False,False,0.0,0.0,0.0,0.0
B0,677,20,1,False,False,0.0,0.0,0.0,0.0
B0,677,21,1,False,False,0.0,0.0,0.0,0.0
B0,677,22,3,False,False,0.0,0.0,0.0,0.0
B0,677,23,3,False,False,0.0,0.0,0.0,0.0
B0,677,24,0,False,False,0.0,0.0,0.0,0.0
B0,677,25,1,False,False,0.0,0.0,0.0,0.0
B0,677,26,3,False,False,0.0,0.0,0.0,0.0
B0,677,27,3,False,False,0.0,0.0,0.0,0.0
