term,log_odds_coefficient,standard_error,ci_low,ci_high,z_value,p_value,odds_ratio,odds_ratio_ci_low,odds_ratio_ci_high
C(user_id)[T.5402],-0.3092824081210726,0.030847773072040473,-0.36974293234553646,-0.24882188389660878,-10.026085429207116,1.1706615966287693e-23,0.7339734606887707,0.6909119189167123,0.7797188414987981
C(user_id)[T.5573],-0.050831557460514466,0.021828430663385936,-0.09361449539978066,-0.008048619521248274,-2.328685842989946,0.019875714647575322,0.9504387513667429,0.9106337480820925,0.9919836838927905
C(user_id)[T.5675],-0.6106337991511156,0.023166740443354265,-0.6560397760592774,-0.5652278222429538,-26.358209548045647,4.132607604265708e-153,0.5430066028642627,0.5189022398621963,0.5682306764227717
C(user_id)[T.5886],0.3972507574818861,0.028643703991173677,0.3411101292753595,0.4533913856884127,13.86869371378421,9.80461137090579e-44,1.4877289424448643,1.4065081300542455,1.5736399661641143
C(user_id)[T.6003],-0.8721592316668955,0.043479705136588734,-0.9573778877930306,-0.7869405755407604,-20.05899600577011,1.684508369353409e-89,0.4180479117280667,0.38389819152136556,0.45523542532882993
C(user_id)[T.6181],-0.8155132037265693,0.041317100820716636,-0.8964932332807842,-0.7345331741723544,-19.73790966760345,1.0190755774690256e-86,0.4424122214897975,0.4079979074946199,0.4797293567642099
C(user_id)[T.6194],-1.7771827348310094,0.05083305866757538,-1.8768136990434687,-1.67755177061855,-34.96116073701093,8.763359215097639e-268,0.1691139155150327,0.15307707916673477,0.18683082128627776
C(user_id)[T.6474],0.7629955960772805,0.02453224713121791,0.7149132752402574,0.8110779169143036,31.101740985902147,2.2814409969091244e-212,2.1446912359555075,2.0440094083467986,2.250332351114085
C(user_id)[T.6519],-0.127539238301351,0.030396151353837417,-0.18711460022350074,-0.06796387637920126,-4.195900882867843,2.717890941979822e-05,0.8802588752935538,0.8293486873942547,0.9342942230578614
C(user_id)[T.6591],-0.43138176521588834,0.031781113865018376,-0.4936716037798909,-0.3690919266518858,-13.573525680945762,5.748883476529997e-42,0.6496108645980944,0.6103811970592238,0.6913618529486559
C(user_id)[T.6609],-2.521575222374015,0.07923354009217895,-2.6768701073222965,-2.3662803374257337,-31.824593719281726,2.957937643266553e-222,0.08033296474762024,0.06877808564922197,0.09382909053409219
C(user_id)[T.6786],0.02502479419086606,0.0305653005076876,-0.03488209398084546,0.08493168236257759,0.8187321496993616,0.41293924968135765,1.0253405426983848,0.9657192736603761,1.088642690661207
C(user_id)[T.6858],-0.543482430367019,0.03410087966317661,-0.6103189263479796,-0.4766459343860585,-15.93749005114057,3.480553207566148e-57,0.580722401652975,0.5431776077964162,0.6208623163788384
C(user_id)[T.6946],0.05712818902958273,0.030116054291198652,-0.0018981927376195765,0.11615457079678504,1.8969347205048144,0.057836554291965846,1.0587915271550108,0.998103607690848,1.1231694679160702
C(user_id)[T.7097],0.22049328507448007,0.02966371123372747,0.16235347940857803,0.2786330907403821,7.433098419046787,1.0608290862992692e-13,1.2466915532691956,1.1762759571728403,1.3213224494772036
C(user_id)[T.7109],-1.8600879059110154,0.06175775911913163,-1.9811308895504134,-1.7390449222716173,-30.119096489930573,2.724804664852446e-199,0.1556589464250632,0.1379131845090573,0.17568811632052073
C(user_id)[T.7332],-0.05109186383345195,0.02974895915087414,-0.10939875234671853,0.007215024679814636,-1.7174336612698151,0.08589996570928973,0.9501913783004651,0.896372915422017,1.0072411156817078
C(user_id)[T.7522],-0.4543223160297368,0.03267161667387097,-0.5183575080272222,-0.39028712403225135,-13.905718855751624,5.847638255245983e-44,0.6348780688858677,0.5954978455799151,0.6768625031039799
C(user_id)[T.7643],0.4374587384171814,0.027162529677541403,0.3842211585201999,0.49069631831416294,16.105228180528496,2.3443163327122644e-58,1.5487663927629318,1.4684701704622547,1.6334532274474685
C(user_id)[T.7652],0.049438216483749714,0.026913025377246238,-0.0033103439706654164,0.10218677693816484,1.8369624295582734,0.0662154419379442,1.0506806754628661,0.9966951291769373,1.1075903247392418
C(user_id)[T.7735],-0.49064360995394696,0.0312017839753898,-0.55179798279911,-0.42948923710878395,-15.724857602403082,1.0218029431766654e-55,0.6122322285971225,0.5759133965517961,0.6508414354957416
C(user_id)[T.7862],-0.13643106103617142,0.03076688296499329,-0.1967330435641172,-0.07612907850822566,-4.434347840546712,9.235141731582647e-06,0.8724664651205166,0.82140988470129,0.9266965822266715
C(user_id)[T.8503],0.4545816218977262,0.02860194059891807,0.3985228484358928,0.5106403953595596,15.893383888606555,7.042124644098495e-57,1.5755140845327877,1.4896226732180833,1.6663579812454852
previous_error[T.True],1.4742546759841662,0.031961992409030075,1.4116103219883247,1.5368990299800076,46.12524329264441,0.0,4.367779148764981,4.102556524659898,4.650147920623146
previous_incongruent[T.True],-0.012500972902055386,0.012802618508429054,-0.03759364408638224,0.012591698282271467,-0.9764387569484266,0.32884708321485756,0.9875768396778769,0.9631042244826634,1.0126713075026068
current_incongruent[T.True],1.6079939961831877,0.009829543266530643,1.5887284453963095,1.627259546970066,163.58786492739378,0.0,4.992785628473014,4.897517506437668,5.089906937365622
previous_error[T.True]:previous_incongruent[T.True],-0.45373996174282505,0.038005370984057034,-0.5282291200906605,-0.3792508033949897,-11.938837853554055,7.425340292992736e-33,0.6352479005270185,0.5896482418759402,0.6843739478305578
previous_error[T.True]:current_incongruent[T.True],-1.0636196386806094,0.040771611861774915,-1.1435305295213343,-0.9837087478398845,-26.087259985857884,5.08601536745021e-150,0.34520403233659736,0.31869188218894384,0.37392174260277
previous_incongruent[T.True]:current_incongruent[T.True],-0.035750636653267595,0.014248077160585336,-0.06367635473696256,-0.007824918569572618,-2.5091551828596987,0.012102030544118963,0.9648808694092613,0.9383086295370894,0.9922056164092561
previous_error[T.True]:previous_incongruent[T.True]:current_incongruent[T.True],0.42648065113681066,0.04760742145489862,0.3331718196883899,0.5197894825852314,8.958280833185672,3.297796882747656e-19,1.5318568869667326,1.3953870328388371,1.6816735908555862
