transition,transition_label,previous_condition,current_condition,user_id,n_after_previous_correct,errors_after_previous_correct,n_after_previous_error,errors_after_previous_error,shrunk_risk_after_previous_correct,shrunk_risk_after_previous_error,risk_difference,posterior_risk_difference_sd,raw_stable,log_odds_ratio,odds_ratio
C_to_C,C→C,congruent,congruent,1018,8578,264,284,10,0.030627732073156236,0.03069591181695259,6.817974379635591e-05,0.008946173576540822,True,0.0022939411019002875,1.0022965741977938
C_to_C,C→C,congruent,congruent,1054,7204,111,146,18,0.015448849293028704,0.0797665130594248,0.0643176637663961,0.017183691896979908,True,1.7091276841410523,5.524140579822064
C_to_C,C→C,congruent,congruent,1127,7223,116,137,23,0.01609125215111895,0.10355582943202156,0.08746457728090261,0.01966692850057787,True,1.9549322430038676,7.063440409982139
C_to_C,C→C,congruent,congruent,1182,8804,54,52,2,0.006274616074810571,0.025040836003364934,0.018766219928554363,0.012523679264047863,True,1.4030609402699676,4.067631708428732
C_to_C,C→C,congruent,congruent,1354,7898,476,422,39,0.05972615808071643,0.0778334274621874,0.018107269381470968,0.011974167346723604,True,0.2842461969959449,1.328760027213091
C_to_C,C→C,congruent,congruent,1369,7410,132,141,10,0.017820297907270254,0.048659539284536306,0.03083924137726605,0.013820324426398415,True,1.0364120160756416,2.8190840185692307
C_to_C,C→C,congruent,congruent,1478,6234,169,199,13,0.02696554282709349,0.04924741211454678,0.02228186928745329,0.012589154478187299,True,0.6254625870969148,1.8691103838268273
C_to_C,C→C,congruent,congruent,1488,6665,107,98,20,0.01608813746558799,0.10871424892671189,0.0926261114611239,0.021935715506915476,True,2.009511911496132,7.459675476771125
C_to_C,C→C,congruent,congruent,1744,6983,90,121,15,0.012967206405721092,0.07528328835231482,0.06231608194659373,0.017627270624971044,True,1.8240504212125837,6.196907772176808
C_to_C,C→C,congruent,congruent,1941,18174,113,145,14,0.0062859332140087175,0.06398176184429498,0.05769582863028626,0.015508483442638861,True,2.3800983024158477,10.805965064193353
C_to_C,C→C,congruent,congruent,2046,8939,30,23,0,0.0035267620975083084,0.014959649282832986,0.011432887185324678,0.010774733747773593,True,1.4565160090999782,4.2909837074926545
C_to_C,C→C,congruent,congruent,2090,6476,147,139,15,0.02262991141971997,0.06969192410684459,0.04706201268712462,0.016425032702925033,True,1.1741614848548463,3.235428850000799
C_to_C,C→C,congruent,congruent,2143,6557,54,57,5,0.008391479329785987,0.042968450648765553,0.03457697131897956,0.01600322489049874,True,1.668741350161822,5.305485844044616
C_to_C,C→C,congruent,congruent,2317,8824,169,156,8,0.019142312970822715,0.03813386846722462,0.018991555496401906,0.011957669980998873,True,0.7087536949991091,2.031457864188344
C_to_C,C→C,congruent,congruent,2410,7679,87,80,16,0.011422021879577826,0.09757119129965751,0.08614916942007968,0.021887568967714727,True,2.2362167629636747,9.357861226751856
C_to_C,C→C,congruent,congruent,2553,7427,94,89,7,0.012733825712161757,0.046217688732742616,0.03348386302058086,0.015154246158620382,True,1.3236049261726546,3.7569404880165
C_to_C,C→C,congruent,congruent,2683,8530,74,82,5,0.008790352188510502,0.0371730471923879,0.028382695003877398,0.013894879104227873,True,1.4709815470139,4.353506215615528
C_to_C,C→C,congruent,congruent,2718,6321,41,55,15,0.006676192796313223,0.10666009347394695,0.09998390067763373,0.024473720636032828,True,2.8771887550068187,17.764263221387314
C_to_C,C→C,congruent,congruent,2918,44538,1474,1453,50,0.0330610532136381,0.03334085923732231,0.00027980602368420787,0.00462719608678251,True,0.008717114304868101,1.0087552189862472
C_to_C,C→C,congruent,congruent,3288,6650,148,131,3,0.02219492699088464,0.020866728444065084,-0.001328198546819554,0.009488066719635476,True,-0.06306522406881454,0.9388822339725659
C_to_C,C→C,congruent,congruent,3403,6315,49,40,8,0.007928858975777773,0.0689908742775474,0.06106201530176962,0.021122871423349326,True,2.226990840910455,9.271923366059191
C_to_C,C→C,congruent,congruent,3471,6195,151,150,22,0.024274627206679552,0.09429523075518904,0.07002060354850949,0.018426191206819792,True,1.4314667314584604,4.184832718502086
C_to_C,C→C,congruent,congruent,3497,7508,37,46,1,0.005109502016814377,0.01935136592697496,0.014241863910160583,0.011264149449325288,True,1.3460795153339777,3.842332159051941
C_to_C,C→C,congruent,congruent,3605,6460,32,39,7,0.00516355334786437,0.06245085587282464,0.05728730252496027,0.02022899626440256,True,2.552064137155947,12.833566703594276
C_to_C,C→C,congruent,congruent,3875,21397,359,376,7,0.016785314714273414,0.018546221171485803,0.001760906457212389,0.006217784875900914,True,0.10155425200739643,1.1068899677657398
C_to_C,C→C,congruent,congruent,3988,10072,101,106,4,0.010111709129311188,0.02813506629222641,0.01802335716291522,0.011444233203396095,True,1.0416978985562437,2.834024818262168
C_to_C,C→C,congruent,congruent,4193,13616,238,280,54,0.017485532273862,0.145792099613139,0.12830656733927698,0.018035145187984054,True,2.2607482816643714,9.590262700252973
C_to_C,C→C,congruent,congruent,4275,7853,92,101,2,0.011800658568705536,0.019036595577901293,0.007235937009195757,0.009612562772630067,True,0.4855571543428181,1.6250801771397116
C_to_C,C→C,congruent,congruent,4344,7280,81,75,9,0.01122663467058211,0.06105908222631939,0.04983244755573728,0.01792071984568701,True,1.745265498936424,5.727421897999457
C_to_C,C→C,congruent,congruent,4398,7587,49,75,3,0.006617410069516088,0.027418448208305732,0.020801038138789644,0.012228452304413218,True,1.442673960799027,4.231996894741637
C_to_C,C→C,congruent,congruent,4431,11590,136,137,2,0.011792186999594058,0.01618533246439331,0.0043931454647992505,0.008183590610948883,True,0.32112371454735644,1.3786761326373709
C_to_C,C→C,congruent,congruent,4484,13057,62,50,1,0.004854750036027625,0.018846621426874217,0.013991871390846592,0.010961958848143551,True,1.3705359584639671,3.9374604453030266
C_to_C,C→C,congruent,congruent,4790,6857,203,220,16,0.02943674795999787,0.05532679817122429,0.02589005021122642,0.012854618681703543,True,0.6580510885947684,1.9310252675868576
C_to_C,C→C,congruent,congruent,4969,9967,195,194,26,0.019551467958278026,0.09379418054568191,0.07424271258740388,0.016934802352426073,True,1.6467961406860696,5.190324091926547
C_to_C,C→C,congruent,congruent,5058,15624,615,642,78,0.039224027730997944,0.10718403809870912,0.06796001036771118,0.011428612908258761,True,1.0786186203438124,2.9406146388795813
C_to_C,C→C,congruent,congruent,5119,7883,84,70,2,0.010754622049114869,0.022440777525139184,0.011686155476024316,0.011276105006674347,True,0.7474276412014347,2.111561331117616
C_to_C,C→C,congruent,congruent,5256,6398,42,76,4,0.006750936153622765,0.032841088040719474,0.026090151887096708,0.013309462374180046,True,1.6086178661227666,4.995901449173756
C_to_C,C→C,congruent,congruent,5295,10027,85,72,2,0.008577214833542861,0.022184831775220824,0.013607616941677962,0.011128544260349055,True,0.9641199581711155,2.622478749661241
C_to_C,C→C,congruent,congruent,5336,6891,16,18,1,0.0025578106341781286,0.02381624141696633,0.021258430782788204,0.013797697819873458,False,2.252759434493996,9.51395277722508
C_to_C,C→C,congruent,congruent,5356,8208,291,316,43,0.035239766750782844,0.10704572216546904,0.07180595541468619,0.015214643856782,True,1.188425099559646,3.281908456095441
C_to_C,C→C,congruent,congruent,5383,7399,179,185,14,0.024111125074789234,0.05510636883227794,0.030995243757488702,0.013530935676731071,True,0.8588683016538003,2.360487821384788
C_to_C,C→C,congruent,congruent,5402,9652,73,98,11,0.007676833066215541,0.06401723541393704,0.0563404023477215,0.0172304441749208,True,2.1793970144481114,8.840973671757313
C_to_C,C→C,congruent,congruent,5573,36651,539,521,6,0.014716357467405084,0.01263740691042123,-0.0020789505569838544,0.004510816150448474,True,-0.15440618901222258,0.8569238772469093
C_to_C,C→C,congruent,congruent,5675,42156,415,434,11,0.00986504006577334,0.023988275629225092,0.014123235563451752,0.006612160215903525,True,0.9029346526512407,2.466831793596253
C_to_C,C→C,congruent,congruent,5886,6699,140,145,12,0.02085898518236681,0.05592879700548456,0.03506981182311775,0.014654377760375543,True,1.0227686818636519,2.780883496927854
C_to_C,C→C,congruent,congruent,6003,6406,58,47,8,0.00920063980485804,0.06577891751028532,0.05657827770542728,0.020184423528445083,True,2.0258252953984575,7.582366054939496
C_to_C,C→C,congruent,congruent,6181,6992,61,63,4,0.008863577786401199,0.03540748074727953,0.02654390296087833,0.014328885571886973,True,1.4121190555886058,4.104644163992157
C_to_C,C→C,congruent,congruent,6194,10506,64,55,1,0.006210578580328414,0.01825154915340627,0.012040970573077854,0.010631305375211517,True,1.0901861198326914,2.9748276954743327
C_to_C,C→C,congruent,congruent,6474,9112,311,362,49,0.03395313718553331,0.10935770996295693,0.07540457277742363,0.01457427072166317,True,1.2509124646761869,3.4935292255757826
C_to_C,C→C,congruent,congruent,6519,8445,183,177,11,0.021628748640476828,0.04597814803447535,0.024349399393998522,0.012584831756236032,True,0.7793454793711341,2.180044914065568
C_to_C,C→C,congruent,congruent,6591,9849,163,150,19,0.016567960578508054,0.0824541725602194,0.06588621198171135,0.017293832334529403,True,1.6741179180248,5.334087970466804
C_to_C,C→C,congruent,congruent,6609,8261,21,13,0,0.002736640836837921,0.01624533144592814,0.01350869060909022,0.011683558302257174,False,1.7947127168450185,6.017745676492527
C_to_C,C→C,congruent,congruent,6786,7422,59,65,6,0.00809134340268091,0.0468664609869483,0.03877511758426739,0.0162736186235843,True,1.7963835318905583,6.027808620827445
C_to_C,C→C,congruent,congruent,6858,8794,76,78,1,0.008754313056511767,0.015936840820904814,0.0071825277643930464,0.00932612736169702,True,0.6063593027988059,1.8337431277115568
C_to_C,C→C,congruent,congruent,6946,7581,107,111,16,0.01417037956537684,0.08346050313510464,0.0692901235697278,0.018894971975770763,True,1.8460980429596785,6.3350521321114615
C_to_C,C→C,congruent,congruent,7097,6928,193,222,38,0.027717305855071553,0.12260499265565422,0.09488768680058267,0.01826064133060651,True,1.5896000689210952,4.901788158839501
C_to_C,C→C,congruent,congruent,7109,7318,32,26,0,0.004566583073055579,0.014612707201665012,0.010046124128609432,0.010539120595907281,True,1.1732697502892213,3.232544992269545
C_to_C,C→C,congruent,congruent,7332,8838,109,105,7,0.012401948962385967,0.04266855186654312,0.030266602904157155,0.014017214421076469,True,1.2667346357591374,3.5492440450647957
C_to_C,C→C,congruent,congruent,7522,9448,110,130,14,0.011714592209132228,0.06809448025859129,0.05637988804945906,0.016492021339930024,True,1.818800988773149,6.164462756957054
C_to_C,C→C,congruent,congruent,7643,7756,213,312,61,0.027341966024742845,0.15141295088995338,0.12407098486521054,0.017663029474617228,True,1.8480480332425668,6.347417474441135
C_to_C,C→C,congruent,congruent,7652,11412,293,331,38,0.025608434881965972,0.09183771337686226,0.0662292784948963,0.013919135758259345,True,1.3474913976059857,3.847760911188111
C_to_C,C→C,congruent,congruent,7735,10915,142,210,53,0.013059138853454997,0.1751690854158378,0.1621099465623828,0.021466062531177377,True,2.775695232410111,16.04978144597513
C_to_C,C→C,congruent,congruent,7862,8169,144,151,12,0.017635875699071803,0.05460949204751281,0.036973616348441006,0.014292375233176521,True,1.1686364555693975,3.2176023023002776
C_to_C,C→C,congruent,congruent,8503,6428,178,230,35,0.027542556979217196,0.1106632753684807,0.08312071838926349,0.01727565105118535,True,1.4801100829950422,4.393429296154788
I_to_C,I→C,incongruent,congruent,163,11530,244,1172,58,0.02114476147123191,0.0470068028033874,0.02586204133215549,0.00606961788585568,True,0.8256761410964564,2.283424160409578
I_to_C,I→C,incongruent,congruent,166,19149,231,1067,28,0.012102231592642463,0.025614973956656364,0.013512742364013902,0.0046802352604963385,True,0.7635599255723182,2.1459018900494833
I_to_C,I→C,incongruent,congruent,182,9250,50,481,2,0.00556004760585187,0.006850962485516411,0.0012909148796645415,0.0034912157065377807,True,0.21008145667124634,1.2337785553578517
I_to_C,I→C,incongruent,congruent,221,17651,255,732,36,0.014474945741880536,0.045432708096219826,0.03095776235433929,0.0072509239970299675,True,1.1757294220926395,3.2405057784874547
I_to_C,I→C,incongruent,congruent,335,19847,182,761,28,0.009222906639679432,0.03466938332904282,0.02544647668936339,0.006250905910391862,True,1.3501856584148144,3.858141760691274
I_to_C,I→C,incongruent,congruent,522,8869,29,117,2,0.003455935252550751,0.018100506389748094,0.014644571137197342,0.00895537982102701,True,1.6706512029827998,5.31562822329344
I_to_C,I→C,incongruent,congruent,569,6539,533,603,83,0.08052958445804854,0.12012909869701924,0.03959951423897069,0.012660655675037899,True,0.44396503664508,1.5588759811348862
I_to_C,I→C,incongruent,congruent,677,7369,129,626,18,0.017529853806130306,0.027388953223340225,0.009859099417209919,0.006221901073764377,True,0.456320107647294,1.5782554755611602
I_to_C,I→C,incongruent,congruent,878,5590,180,442,33,0.03196186266407361,0.06404609376038994,0.032084231096316335,0.01071840617184827,True,0.7287648936122268,2.072519244464082
I_to_C,I→C,incongruent,congruent,899,7074,6,213,4,0.001116144884523167,0.01892635299817794,0.017810208113654774,0.007643420548010314,True,2.8486655896322692,17.264728230153764
I_to_C,I→C,incongruent,congruent,984,7793,70,352,9,0.009118181730940459,0.024114360623553044,0.014996178892612585,0.007249969942980628,True,0.9877869923415803,2.685285335022526
I_to_C,I→C,incongruent,congruent,1018,7347,217,1304,64,0.02939103248949259,0.04686134847894008,0.01747031598944749,0.005959247392600897,True,0.48466689244086014,1.6236340739711668
I_to_C,I→C,incongruent,congruent,1054,6898,123,272,31,0.017852096509401297,0.08764155347855285,0.06978945696915155,0.014636285405340866,True,1.6648432526562167,5.284844799449146
I_to_C,I→C,incongruent,congruent,1127,6622,83,482,45,0.012638106269842176,0.08013361281007136,0.06749550654022919,0.011282060045149466,True,1.9177870489262663,6.80588071124584
I_to_C,I→C,incongruent,congruent,1182,8481,47,258,12,0.005708629576075884,0.03863628785612143,0.03292765828004555,0.01013877108286827,True,1.945890427040541,6.999861947257938
I_to_C,I→C,incongruent,congruent,1354,7682,370,662,61,0.047775515151572266,0.08218917518951009,0.034413660037937825,0.010203169433326742,True,0.5793198459740214,1.7848240625463725
I_to_C,I→C,incongruent,congruent,1369,7260,130,353,17,0.01792508561124751,0.041541298322789307,0.023616212711541795,0.009444340970148235,True,0.8648280280268703,2.3745976866119403
I_to_C,I→C,incongruent,congruent,1478,5528,160,615,61,0.02876296297159383,0.08755671965067352,0.05879375667907969,0.010761679361319814,True,1.1756428862430348,3.2402253706996023
I_to_C,I→C,incongruent,congruent,1488,6353,62,341,32,0.009912613341203448,0.07631657577365125,0.06640396243244781,0.012622800111958021,True,2.110505948494284,8.252415525771575
I_to_C,I→C,incongruent,congruent,1744,6586,111,415,42,0.01689103574478963,0.08469213292012634,0.06780109717533671,0.01230300027328192,True,1.6836991509958459,5.385440728521106
I_to_C,I→C,incongruent,congruent,1941,16769,141,1476,70,0.008475476524337772,0.04555801221670504,0.03708253569236727,0.005290501275231008,True,1.7199264465147754,5.584117717850272
I_to_C,I→C,incongruent,congruent,2046,8420,30,390,10,0.003755268039257197,0.024283469999523057,0.02052820196026586,0.0069454870870089705,True,1.8874570458804376,6.602557314512989
I_to_C,I→C,incongruent,congruent,2090,6180,134,523,24,0.021641919006157886,0.04144248819454853,0.019800569188390644,0.00815824342862681,True,0.6701206871885765,1.9544731862766727
I_to_C,I→C,incongruent,congruent,2143,6352,42,282,7,0.006816579350399143,0.023307496450558685,0.01649091710015954,0.007730991520009756,True,1.2461607538884603,3.47696836244367
I_to_C,I→C,incongruent,congruent,2317,7850,123,659,17,0.01571559257748471,0.024895963731682128,0.009180371154197418,0.005804424502034796,True,0.4694230319547099,1.5990713139567472
I_to_C,I→C,incongruent,congruent,2410,7127,66,474,30,0.009404797049885559,0.05532017847482506,0.0459153814249395,0.009562515496291274,True,1.8193777701464335,6.1680193298354675
I_to_C,I→C,incongruent,congruent,2553,7099,58,515,19,0.00833080843330985,0.033908773040657335,0.025577964607347486,0.0073434459498389545,True,1.4298445782046567,4.178049781460215
I_to_C,I→C,incongruent,congruent,2683,7846,93,651,35,0.011950234912570896,0.04897926836134491,0.037029033448774014,0.007940027181412523,True,1.4488433816373019,4.258186569064136
I_to_C,I→C,incongruent,congruent,2718,6033,27,403,42,0.004726942841954227,0.0866940125180064,0.08196706967605218,0.012506873001698908,True,2.9950523209788935,19.986405570805385
I_to_C,I→C,incongruent,congruent,2918,41124,1380,4761,129,0.0335206605402578,0.026925847639523198,-0.0065948129007346,0.0024838468514330444,True,-0.22587564477461086,0.7978173082483045
I_to_C,I→C,incongruent,congruent,3288,6121,98,746,27,0.016064512064552842,0.03410517389078396,0.01804066182623112,0.0064200903272456636,True,0.7713418614928713,2.1626663062536884
I_to_C,I→C,incongruent,congruent,3403,6042,34,173,22,0.005858848586066095,0.08647657496679274,0.08061772638072665,0.016864912097069376,True,2.776490651719583,16.062552830679703
I_to_C,I→C,incongruent,congruent,3471,5561,137,700,61,0.024535898255589914,0.07830787404228623,0.05377197578669632,0.009685439854087487,True,1.2172129918852024,3.3777607565541166
I_to_C,I→C,incongruent,congruent,3497,6613,46,751,17,0.007147180721151004,0.022219215163344252,0.015072034442193249,0.005139692532173176,True,1.1495364244772057,3.156729188059546
I_to_C,I→C,incongruent,congruent,3605,6519,38,158,11,0.006040821448547275,0.0495380536270996,0.04349723217855232,0.013396803361310685,True,2.1489491424677323,8.575841672544032
I_to_C,I→C,incongruent,congruent,3875,19761,358,2176,46,0.018122335623582203,0.02105184988387144,0.0029295142602892357,0.003150859949202307,True,0.1528312904047704,1.1651283940205772
I_to_C,I→C,incongruent,congruent,3988,9129,118,755,9,0.012997255507354408,0.012809996074144913,-0.0001872594332094947,0.004010254170353747,True,-0.01470211826055845,0.9854054301717466
I_to_C,I→C,incongruent,congruent,4193,12929,277,810,118,0.021407041950239444,0.1312076446144208,0.10980060266418136,0.011229286077805238,True,1.9320728434915186,6.90380592928825
I_to_C,I→C,incongruent,congruent,4275,7557,92,372,11,0.012270480507762638,0.027298313229145055,0.015027832721382417,0.007561074534912583,True,0.8149599452460343,2.2590851834362478
I_to_C,I→C,incongruent,congruent,4344,6819,48,557,22,0.007223394685451494,0.03629034995110518,0.029066955265653685,0.007335638079131644,True,1.6439424568317458,5.175533661510116
I_to_C,I→C,incongruent,congruent,4398,7168,68,381,13,0.009626779081121514,0.030910425667761535,0.02128364658664002,0.007928489054231564,True,1.188269639880855,3.281398291317089
I_to_C,I→C,incongruent,congruent,4431,9923,126,1422,35,0.012765913674427299,0.024243814531027415,0.011477900856600116,0.00409166065882792,True,0.6530773249058539,1.9214446498435773
I_to_C,I→C,incongruent,congruent,4484,13025,58,203,7,0.004570748248863655,0.029292019481300786,0.02472127123243713,0.009615747278271811,True,1.882786554995953,6.571792031173784
I_to_C,I→C,incongruent,congruent,4790,6338,205,603,33,0.03213143921592609,0.049475265170415776,0.01734382595448969,0.00843717512944031,True,0.44971999469747326,1.5678731112366426
I_to_C,I→C,incongruent,congruent,4969,9364,169,669,47,0.01806086171307836,0.06335011313901256,0.04528925142593421,0.008858247544617604,True,1.3021492019613112,3.677191207655604
I_to_C,I→C,incongruent,congruent,5058,14250,527,2260,215,0.03685297068159408,0.09177260271666704,0.05491963203507296,0.006140501437284737,True,0.9710888706132419,2.6408184039482587
I_to_C,I→C,incongruent,congruent,5119,7571,57,204,7,0.007688240692920067,0.02919712370247249,0.02150888300955242,0.009618935690559367,True,1.3562921170393487,3.8817734231720515
I_to_C,I→C,incongruent,congruent,5256,5823,68,736,26,0.011811112123847426,0.0333213421786502,0.02151023005480278,0.006343405370644685,True,1.0591650338669032,2.8839619731077777
I_to_C,I→C,incongruent,congruent,5295,9694,80,438,12,0.008369747584665419,0.025821024498334955,0.017451276913669538,0.006863966726735988,True,1.144320604752826,3.1403071221933376
I_to_C,I→C,incongruent,congruent,5336,6713,12,73,4,0.0020553107527260654,0.03383942018538309,0.031784109432657026,0.013538173109100172,True,2.8335671472920607,17.006015719137054
I_to_C,I→C,incongruent,congruent,5356,7822,268,746,105,0.034063768077773206,0.12579699184884952,0.09173322377107632,0.01154447258195382,True,1.4062203281816055,4.080503257278563
I_to_C,I→C,incongruent,congruent,5383,6729,175,807,43,0.02590296208314731,0.04937330556312316,0.02347034347997585,0.007424157579143939,True,0.6694420580869416,1.9531472738463669
I_to_C,I→C,incongruent,congruent,5402,8984,76,775,41,0.008583477379033129,0.048895795238119245,0.040312317859086115,0.007330910334117357,True,1.7813634064801178,5.937946737201589
I_to_C,I→C,incongruent,congruent,5573,33557,549,3554,49,0.016369132877047478,0.013942870738626347,-0.0024262621384211307,0.0020579247712845436,True,-0.16289270198051398,0.8496823527572692
I_to_C,I→C,incongruent,congruent,5675,39557,463,2230,63,0.011724477953037134,0.02784645532390012,0.01612197737086299,0.0034470819663056625,True,0.881474659355904,2.4144575849100747
I_to_C,I→C,incongruent,congruent,5886,5895,135,997,52,0.022836641403458823,0.04902753406033887,0.026190892656880047,0.006782420244816796,True,0.7911844677815782,2.206007824586167
I_to_C,I→C,incongruent,congruent,6003,6155,49,246,13,0.008149374618491507,0.04281004588718194,0.03466067126869043,0.010854093196588768,True,1.694402257446587,5.443391245985014
I_to_C,I→C,incongruent,congruent,6181,6599,62,260,17,0.009548857247275421,0.05213520657811863,0.04258634933084321,0.01168545374493396,True,1.7413676532098252,5.705140743491517
I_to_C,I→C,incongruent,congruent,6194,10465,69,115,5,0.006718507195761832,0.031921794896814744,0.02520328770105291,0.011860373497663189,True,1.5841242423425066,4.875020172268629
I_to_C,I→C,incongruent,congruent,6474,7648,252,1962,136,0.03276448705990856,0.06677992254964632,0.03401543548973776,0.0058504289735377395,True,0.7478582188344727,2.1124707179643516
I_to_C,I→C,incongruent,congruent,6519,7982,153,675,37,0.0191688708922647,0.05003675620631814,0.030867885314053437,0.007950584989688439,True,0.9914472139479726,2.695132084073664
I_to_C,I→C,incongruent,congruent,6591,9370,179,545,36,0.01910486946164491,0.058509873545589085,0.03940500408394418,0.009307958367847537,True,1.160253962631682,3.1907435028451783
I_to_C,I→C,incongruent,congruent,6609,8165,5,57,5,0.000847970635176882,0.04337351140141147,0.04252554076623459,0.01597384134700855,True,3.978252117914683,53.42357446422259
I_to_C,I→C,incongruent,congruent,6786,6706,50,806,24,0.007636898973416013,0.028563892269224858,0.020926993295808844,0.0056168357851975135,True,1.3404653544088307,3.8208211276791855
I_to_C,I→C,incongruent,congruent,6858,8378,76,554,12,0.00919667862415782,0.0212736593647563,0.012076980740598478,0.005712853158628035,True,0.8508912339876358,2.3417329541840273
I_to_C,I→C,incongruent,congruent,6946,6822,101,812,73,0.0148718442779266,0.08183095004620512,0.06695910576827852,0.009164592074036543,True,1.775575971026535,5.903680506177245
I_to_C,I→C,incongruent,congruent,7097,6167,188,799,72,0.030296917714343615,0.08190155319697978,0.05160463548263616,0.009370185918347415,True,1.0491572719973803,2.8552439098975837
I_to_C,I→C,incongruent,congruent,7109,7214,26,99,7,0.0038275288249711736,0.044248984198381205,0.040421455373410034,0.014392547073582122,True,2.489036006698308,12.049654733424338
I_to_C,I→C,incongruent,congruent,7332,7827,86,880,12,0.011096323859457751,0.014230515045842966,0.0031341911863852143,0.003951602186718715,True,0.25194912866338814,1.2865305880895026
I_to_C,I→C,incongruent,congruent,7522,8705,109,580,26,0.012601195108554458,0.04091344672963963,0.028312251621085173,0.007657659055778199,True,1.2067598115498064,3.3426363151299654
I_to_C,I→C,incongruent,congruent,7643,6969,214,1103,170,0.03053751002716868,0.14243264508641537,0.1118951350592467,0.010258752879920148,True,1.6625555168671748,5.272768290060386
I_to_C,I→C,incongruent,congruent,7652,10353,283,1063,89,0.027253899503369705,0.07794325372602931,0.050689354222659605,0.008001886054664481,True,1.1043007681933363,3.0171140689418627
I_to_C,I→C,incongruent,congruent,7735,10501,137,590,85,0.013107363102443502,0.12525620817095734,0.11214884506851383,0.012598291055923637,True,2.3778173859457636,10.781345648592252
I_to_C,I→C,incongruent,congruent,7862,7805,146,679,66,0.018712833249765623,0.0867864647230037,0.06807363147323808,0.010164852210418834,True,1.6061365235764655,4.9835202736722035
I_to_C,I→C,incongruent,congruent,8503,5610,138,955,135,0.024500505343429693,0.12929658022103435,0.10479607487760466,0.010503354035536953,True,1.7770633220017213,5.9124678844731715
C_to_I,C→I,congruent,incongruent,163,12453,1176,296,31,0.09438098888959631,0.10152215874660601,0.007141169857009702,0.01669167277574981,True,0.0808540795167021,1.084212676185537
C_to_I,C→I,congruent,incongruent,166,20018,1086,231,16,0.05429489267835069,0.07036494729781537,0.016070054619464674,0.015628979194275104,True,0.27640376833511926,1.3183800767033846
C_to_I,C→I,congruent,incongruent,182,9722,513,41,2,0.05286263077382301,0.062445516983779564,0.009582886209956551,0.027040640267791235,True,0.17676704021667788,1.1933530574731377
C_to_I,C→I,congruent,incongruent,221,18131,737,284,24,0.04072579544219254,0.08360177584248207,0.04287598040028953,0.01545559588935182,True,0.7649290245378597,2.148841854199011
C_to_I,C→I,congruent,incongruent,335,20523,854,168,22,0.04167824391050032,0.12085501931743393,0.07917677540693362,0.022663946252629977,True,1.1508461374433676,3.1608663058348228
C_to_I,C→I,congruent,incongruent,522,8947,107,28,0,0.012238737109801057,0.044613793720022075,0.03237505661022102,0.02513060161952575,True,1.3267623615717254,3.7688215318491833
C_to_I,C→I,congruent,incongruent,569,6619,610,577,94,0.09207066218463346,0.15751686404953827,0.06544620186490481,0.015091824932973546,True,0.6117890848371217,1.843727033897305
C_to_I,C→I,congruent,incongruent,677,7859,645,149,19,0.08204644278936443,0.11710435210735148,0.03505790931798705,0.023614338696663722,True,0.3947197567355891,1.4839682605331774
C_to_I,C→I,congruent,incongruent,878,5846,489,287,39,0.08360295225608838,0.12889548357724862,0.045292531321160234,0.018888344313066262,True,0.4836108010530962,1.621920273133206
