sample_row_id,trial_id,analysis_group,congruency,rt,source
141,15998,young_20_29,incongruent,0.6100000143051147,Human
142,26051,young_20_29,incongruent,0.7200000286102295,Human
143,273,young_20_29,incongruent,0.5329999923706055,Human
144,172313,young_20_29,congruent,0.4900000095367431,Human
145,61517,young_20_29,incongruent,0.6340000033378601,Human
146,4104,young_20_29,congruent,0.843999981880188,Human
147,11462,young_20_29,congruent,0.6539999842643738,Human
148,68893,young_20_29,congruent,0.5659999847412109,Human
149,23784,young_20_29,incongruent,0.5270000100135803,Human
150,110143,young_20_29,incongruent,0.4939999878406524,Human
151,28901,young_20_29,congruent,0.7120000123977661,Human
152,29382,young_20_29,incongruent,0.6000000238418579,Human
153,44209,young_20_29,congruent,0.4769999980926513,Human
154,86267,young_20_29,incongruent,0.4690000116825104,Human
155,21758,young_20_29,incongruent,0.7820000052452087,Human
156,149961,young_20_29,congruent,0.7239999771118164,Human
157,8284,young_20_29,incongruent,0.906000018119812,Human
158,26087,young_20_29,incongruent,0.4449999928474426,Human
159,16845,young_20_29,congruent,0.7059999704360962,Human
160,164535,young_20_29,incongruent,0.6650000214576721,Human
161,127958,young_20_29,incongruent,0.578000009059906,Human
162,7957,young_20_29,incongruent,0.6209999918937683,Human
163,7508,young_20_29,incongruent,0.7329999804496765,Human
164,111213,young_20_29,incongruent,0.6549999713897705,Human
165,64004,young_20_29,congruent,0.4749999940395355,Human
166,76813,young_20_29,congruent,0.7519999742507935,Human
167,27793,young_20_29,congruent,0.5260000228881836,Human
168,151702,young_20_29,congruent,0.5799999833106995,Human
169,21838,young_20_29,congruent,0.6069999933242798,Human
170,25049,young_20_29,incongruent,0.6499999761581421,Human
171,155683,young_20_29,congruent,0.5799999833106995,Human
172,37320,young_20_29,incongruent,0.6549999713897705,Human
173,153230,young_20_29,congruent,0.6349999904632568,Human
174,36160,young_20_29,incongruent,0.7850000262260437,Human
175,71066,young_20_29,incongruent,0.5230000019073486,Human
176,41415,young_20_29,incongruent,0.5249999761581421,Human
177,6695,young_20_29,congruent,0.5720000267028809,Human
178,19852,young_20_29,incongruent,0.4769999980926513,Human
179,59352,young_20_29,incongruent,0.6060000061988831,Human
180,148516,young_20_29,congruent,0.4979999959468841,Human
181,24424,young_20_29,incongruent,0.5450000166893005,Human
182,14328,young_20_29,incongruent,0.699999988079071,Human
183,162616,young_20_29,incongruent,0.6570000052452087,Human
184,68922,young_20_29,congruent,0.5270000100135803,Human
185,112712,young_20_29,incongruent,0.7680000066757202,Human
186,75409,young_20_29,congruent,0.5529999732971191,Human
187,3542,young_20_29,congruent,0.4880000054836273,Human
188,169668,young_20_29,congruent,0.5299999713897705,Human
189,11434,young_20_29,incongruent,0.6200000047683716,Human
190,161073,young_20_29,congruent,0.722000002861023,Human
191,75091,young_20_29,incongruent,0.7979999780654907,Human
192,27227,young_20_29,congruent,0.5199999809265137,Human
193,186035,young_20_29,congruent,0.5799999833106995,Human
194,24414,young_20_29,incongruent,0.5350000262260437,Human
195,141341,young_20_29,congruent,0.5709999799728394,Human
196,63120,young_20_29,congruent,0.5609999895095825,Human
197,160637,young_20_29,congruent,0.4320000112056732,Human
198,30376,young_20_29,congruent,0.5490000247955322,Human
199,53924,young_20_29,congruent,0.5120000243186951,Human
200,127237,young_20_29,congruent,0.5170000195503235,Human
201,72727,young_20_29,congruent,0.5,Human
202,2785,young_20_29,incongruent,0.6470000147819519,Human
203,46933,young_20_29,congruent,0.5950000286102295,Human
204,19451,young_20_29,congruent,0.5410000085830688,Human
205,38847,young_20_29,congruent,0.5109999775886536,Human
206,144787,young_20_29,incongruent,0.5640000104904175,Human
207,71980,young_20_29,congruent,0.7379999756813049,Human
208,151557,young_20_29,congruent,0.7160000205039978,Human
209,28951,young_20_29,congruent,0.4120000004768371,Human
210,42631,young_20_29,incongruent,0.609000027179718,Human
211,1103,young_20_29,incongruent,0.6809999942779541,Human
212,4813,young_20_29,congruent,0.5099999904632568,Human
213,77488,young_20_29,congruent,0.4720000028610229,Human
214,27789,young_20_29,congruent,1.600000023841858,Human
215,47166,young_20_29,incongruent,0.4679999947547912,Human
216,144820,young_20_29,congruent,0.5490000247955322,Human
217,30859,young_20_29,incongruent,0.7350000143051147,Human
218,44716,young_20_29,congruent,0.5910000205039978,Human
219,80550,young_20_29,congruent,0.4280000030994415,Human
220,20957,young_20_29,congruent,0.5979999899864197,Human
221,150457,young_20_29,incongruent,0.5370000004768372,Human
222,18346,young_20_29,congruent,0.4729999899864197,Human
223,9218,young_20_29,incongruent,0.527999997138977,Human
224,29321,young_20_29,congruent,0.5680000185966492,Human
225,67122,young_20_29,incongruent,0.5460000038146973,Human
226,176035,young_20_29,incongruent,0.5529999732971191,Human
227,71694,young_20_29,congruent,0.4650000035762787,Human
228,24732,young_20_29,congruent,0.6399999856948853,Human
229,962,young_20_29,incongruent,0.5609999895095825,Human
230,151786,young_20_29,incongruent,0.675000011920929,Human
231,29665,young_20_29,congruent,0.5339999794960022,Human
232,17964,young_20_29,congruent,0.6320000290870667,Human
233,81943,young_20_29,incongruent,0.5960000157356262,Human
234,75092,young_20_29,congruent,0.6370000243186951,Human
235,82378,young_20_29,incongruent,0.6499999761581421,Human
236,29988,young_20_29,incongruent,0.6309999823570251,Human
237,67655,young_20_29,incongruent,0.6290000081062317,Human
238,106387,young_20_29,congruent,0.4189999997615814,Human
239,25763,young_20_29,incongruent,0.5389999747276306,Human
240,36086,young_20_29,incongruent,0.6190000176429749,Human
241,4879,young_20_29,congruent,0.7390000224113464,Human
242,19895,young_20_29,incongruent,0.5910000205039978,Human
243,39701,young_20_29,incongruent,0.531000018119812,Human
244,60443,young_20_29,congruent,0.7929999828338623,Human
245,28769,young_20_29,incongruent,0.6140000224113464,Human
246,62798,young_20_29,incongruent,0.5830000042915344,Human
247,49528,young_20_29,congruent,0.5220000147819519,Human
248,6153,young_20_29,incongruent,0.5519999861717224,Human
249,64833,young_20_29,incongruent,0.5139999985694885,Human
250,5279,young_20_29,incongruent,0.7229999899864197,Human
251,46546,young_20_29,incongruent,0.4860000014305115,Human
252,17107,young_20_29,congruent,0.492000013589859,Human
253,25928,young_20_29,congruent,0.4690000116825104,Human
254,16597,young_20_29,congruent,0.5090000033378601,Human
255,4120,young_20_29,incongruent,0.4480000138282776,Human
256,34913,young_20_29,incongruent,0.4460000097751617,Human
257,48919,young_20_29,incongruent,0.6959999799728394,Human
258,1974,young_20_29,incongruent,0.6610000133514404,Human
259,996,young_20_29,incongruent,1.534000039100647,Human
260,162127,young_20_29,congruent,0.5070000290870667,Human
261,75109,young_20_29,incongruent,0.699999988079071,Human
262,113281,young_20_29,incongruent,0.4040000140666961,Human
263,28281,young_20_29,congruent,0.675000011920929,Human
264,77104,young_20_29,congruent,0.8889999985694885,Human
265,115724,young_20_29,incongruent,0.4850000143051147,Human
266,191,young_20_29,congruent,0.4620000123977661,Human
267,45283,young_20_29,congruent,0.5019999742507935,Human
268,71975,young_20_29,congruent,0.6460000276565552,Human
269,116900,young_20_29,congruent,0.4359999895095825,Human
270,138896,young_20_29,congruent,0.5680000185966492,Human
271,12089,young_20_29,incongruent,0.6050000190734863,Human
272,2115,young_20_29,incongruent,0.5360000133514404,Human
273,146992,young_20_29,incongruent,0.4970000088214874,Human
274,44194,young_20_29,congruent,0.4379999935626983,Human
275,163840,young_20_29,incongruent,0.5789999961853027,Human
276,3403,young_20_29,congruent,0.5590000152587891,Human
277,8760,young_20_29,congruent,0.527999997138977,Human
278,15149,young_20_29,incongruent,0.578000009059906,Human
279,62016,young_20_29,incongruent,0.5210000276565552,Human
280,17745,young_20_29,incongruent,0.4990000128746032,Human
281,10981,young_20_29,incongruent,0.7839999794960022,Human
282,88237,young_20_29,congruent,0.7279999852180481,Human
283,100806,young_20_29,incongruent,1.1269999742507937,Human
284,52736,young_20_29,incongruent,0.4979999959468841,Human
285,71607,young_20_29,congruent,0.5669999718666077,Human
286,24716,young_20_29,congruent,0.4620000123977661,Human
287,28682,young_20_29,incongruent,0.4090000092983246,Human
288,64969,young_20_29,incongruent,0.6830000281333923,Human
289,9659,young_20_29,incongruent,0.5879999995231628,Human
290,71365,young_20_29,congruent,0.6460000276565552,Human
291,151772,young_20_29,incongruent,0.4880000054836273,Human
292,16675,young_20_29,congruent,0.488999992609024,Human
293,24213,young_20_29,incongruent,0.4339999854564667,Human
294,80602,young_20_29,incongruent,0.6340000033378601,Human
295,104628,young_20_29,incongruent,0.5540000200271606,Human
296,21295,young_20_29,incongruent,0.6399999856948853,Human
297,105239,young_20_29,congruent,0.4690000116825104,Human
298,706,young_20_29,incongruent,0.7120000123977661,Human
299,141200,young_20_29,incongruent,0.4129999876022339,Human
300,53842,young_20_29,congruent,0.5009999871253967,Human
301,149614,young_20_29,incongruent,0.515999972820282,Human
302,13962,young_20_29,incongruent,0.7509999871253967,Human
303,5124,young_20_29,congruent,0.6010000109672546,Human
304,10520,young_20_29,congruent,0.5450000166893005,Human
305,91224,young_20_29,congruent,0.5180000066757202,Human
306,657,young_20_29,incongruent,0.7210000157356262,Human
307,84492,young_20_29,incongruent,0.8820000290870667,Human
308,8794,young_20_29,congruent,0.5770000219345093,Human
309,5155,young_20_29,congruent,0.4519999921321869,Human
310,29319,young_20_29,congruent,0.515999972820282,Human
311,46741,young_20_29,incongruent,0.5040000081062317,Human
312,38750,young_20_29,incongruent,0.6980000138282776,Human
313,160202,young_20_29,incongruent,0.5820000171661377,Human
314,3347,young_20_29,congruent,0.5329999923706055,Human
315,24583,young_20_29,incongruent,0.5590000152587891,Human
316,10155,young_20_29,congruent,0.5899999737739563,Human
317,57281,young_20_29,incongruent,0.4860000014305115,Human
318,25864,young_20_29,congruent,1.7489999532699585,Human
319,74987,young_20_29,incongruent,0.6389999985694885,Human
320,18056,young_20_29,congruent,0.656000018119812,Human
321,7358,young_20_29,incongruent,1.25,Human
322,13832,young_20_29,congruent,0.5889999866485596,Human
323,1399,young_20_29,congruent,0.550000011920929,Human
324,17885,young_20_29,incongruent,0.5090000033378601,Human
325,14102,young_20_29,incongruent,0.5669999718666077,Human
326,120225,young_20_29,incongruent,0.6740000247955322,Human
327,5129,young_20_29,congruent,0.5429999828338623,Human
328,161776,young_20_29,congruent,0.4709999859333038,Human
329,43945,young_20_29,congruent,0.6039999723434448,Human
330,119087,young_20_29,congruent,0.6389999985694885,Human
331,7481,young_20_29,incongruent,0.5669999718666077,Human
332,87987,young_20_29,incongruent,0.5189999938011169,Human
333,23008,young_20_29,congruent,0.597000002861023,Human
334,67176,young_20_29,incongruent,0.718999981880188,Human
335,117590,young_20_29,incongruent,0.4900000095367431,Human
336,149291,young_20_29,congruent,0.4560000002384186,Human
337,60365,young_20_29,congruent,0.621999979019165,Human
338,41221,young_20_29,incongruent,0.6549999713897705,Human
339,111369,young_20_29,congruent,0.8519999980926514,Human
340,115890,young_20_29,incongruent,0.6050000190734863,Human
341,86406,young_20_29,congruent,0.640999972820282,Human
342,1518,young_20_29,congruent,0.5910000205039978,Human
343,21152,young_20_29,incongruent,0.5820000171661377,Human
344,58127,young_20_29,incongruent,0.6069999933242798,Human
345,4361,young_20_29,incongruent,0.8399999737739563,Human
346,162626,young_20_29,congruent,0.5690000057220459,Human
347,1568,young_20_29,congruent,0.488999992609024,Human
348,9299,young_20_29,incongruent,0.6079999804496765,Human
349,34006,young_20_29,congruent,0.5429999828338623,Human
350,18845,young_20_29,congruent,0.6079999804496765,Human
351,22203,young_20_29,congruent,0.6019999980926514,Human
352,6435,young_20_29,congruent,0.6269999742507935,Human
353,34903,young_20_29,congruent,0.5849999785423279,Human
354,23191,young_20_29,congruent,0.5600000023841858,Human
355,20187,young_20_29,incongruent,0.8149999976158142,Human
356,44839,young_20_29,incongruent,0.5619999766349792,Human
357,13655,young_20_29,congruent,0.5509999990463257,Human
358,15614,young_20_29,congruent,0.4269999861717224,Human
359,13117,young_20_29,congruent,0.6430000066757202,Human
360,104424,young_20_29,congruent,0.5130000114440918,Human
361,50878,young_20_29,incongruent,0.5809999704360962,Human
362,99,young_20_29,congruent,0.5450000166893005,Human
363,57218,young_20_29,congruent,0.4990000128746032,Human
364,28204,young_20_29,incongruent,0.5989999771118164,Human
365,19930,young_20_29,incongruent,0.6200000047683716,Human
366,1535,young_20_29,incongruent,0.3039999902248382,Human
367,110695,young_20_29,incongruent,0.6840000152587891,Human
368,3251,young_20_29,congruent,0.6420000195503235,Human
369,55596,young_20_29,congruent,0.628000020980835,Human
370,113710,young_20_29,incongruent,0.781000018119812,Human
371,41052,young_20_29,congruent,0.7369999885559082,Human
372,26179,young_20_29,incongruent,0.7509999871253967,Human
373,87769,young_20_29,congruent,0.9070000052452089,Human
374,3728,young_20_29,incongruent,0.5910000205039978,Human
375,22444,young_20_29,incongruent,0.7020000219345093,Human
376,6237,young_20_29,congruent,0.5189999938011169,Human
377,28051,young_20_29,incongruent,0.5180000066757202,Human
378,4191,young_20_29,incongruent,0.460999995470047,Human
379,25586,young_20_29,incongruent,0.5910000205039978,Human
380,6668,young_20_29,incongruent,0.5529999732971191,Human
381,152562,young_20_29,incongruent,0.6700000166893005,Human
382,83802,young_20_29,incongruent,0.6200000047683716,Human
383,181074,young_20_29,incongruent,0.6669999957084656,Human
384,132126,young_20_29,incongruent,0.6570000052452087,Human
385,12157,young_20_29,incongruent,0.5649999976158142,Human
386,19662,young_20_29,incongruent,0.5540000200271606,Human
387,177105,young_20_29,congruent,0.4399999976158142,Human
388,67529,young_20_29,incongruent,0.4950000047683716,Human
389,99062,young_20_29,incongruent,0.4440000057220459,Human
390,40912,young_20_29,incongruent,0.4379999935626983,Human
391,76534,young_20_29,congruent,0.6690000295639038,Human
392,29939,young_20_29,incongruent,0.6520000100135803,Human
393,12636,young_20_29,incongruent,0.4970000088214874,Human
394,168870,young_20_29,incongruent,0.5320000052452087,Human
395,20017,young_20_29,incongruent,1.0700000524520874,Human
396,4042,young_20_29,congruent,0.5789999961853027,Human
397,11470,young_20_29,congruent,0.7360000014305115,Human
398,18571,young_20_29,incongruent,0.5540000200271606,Human
399,43884,young_20_29,congruent,0.7289999723434448,Human
400,16334,young_20_29,incongruent,0.5479999780654907,Human
401,104226,young_20_29,congruent,0.628000020980835,Human
402,73264,young_20_29,incongruent,0.5019999742507935,Human
403,131646,young_20_29,congruent,0.6859999895095825,Human
404,8539,young_20_29,incongruent,0.6340000033378601,Human
405,3896,young_20_29,congruent,0.4550000131130218,Human
406,71421,young_20_29,incongruent,0.5509999990463257,Human
407,6999,young_20_29,congruent,0.597000002861023,Human
408,34622,young_20_29,congruent,0.628000020980835,Human
409,11145,young_20_29,congruent,0.6079999804496765,Human
410,76458,young_20_29,incongruent,0.5709999799728394,Human
411,52595,young_20_29,congruent,0.460999995470047,Human
412,60439,young_20_29,congruent,0.5580000281333923,Human
413,57242,young_20_29,congruent,0.5929999947547913,Human
414,5359,young_20_29,incongruent,0.5440000295639038,Human
415,110218,young_20_29,incongruent,0.609000027179718,Human
416,30679,young_20_29,incongruent,0.6240000128746033,Human
417,9203,young_20_29,congruent,0.4959999918937683,Human
418,9821,young_20_29,incongruent,0.6639999747276306,Human
419,109425,young_20_29,congruent,0.4629999995231628,Human
420,2986,young_20_29,congruent,0.6859999895095825,Human
421,2302,young_20_29,congruent,0.9629999995231628,Human
422,4086,young_20_29,congruent,0.6010000109672546,Human
423,28372,young_20_29,congruent,0.5220000147819519,Human
424,13644,young_20_29,congruent,0.5630000233650208,Human
425,9530,young_20_29,congruent,0.7519999742507935,Human
426,81151,young_20_29,incongruent,0.5569999814033508,Human
427,59422,young_20_29,congruent,0.5090000033378601,Human
428,134194,young_20_29,congruent,0.5860000252723694,Human
429,83877,young_20_29,congruent,0.5669999718666077,Human
430,50457,young_20_29,incongruent,0.625,Human
431,11060,young_20_29,congruent,0.5820000171661377,Human
432,169135,young_20_29,incongruent,0.6309999823570251,Human
433,55358,young_20_29,incongruent,0.7110000252723694,Human
434,80947,young_20_29,incongruent,0.5649999976158142,Human
435,54916,young_20_29,incongruent,0.7039999961853027,Human
436,155936,young_20_29,incongruent,0.5519999861717224,Human
437,98464,young_20_29,congruent,0.7450000047683716,Human
438,163212,young_20_29,incongruent,0.593999981880188,Human
439,10617,young_20_29,congruent,0.5590000152587891,Human
440,20151,young_20_29,congruent,0.5139999985694885,Human
441,27314,young_20_29,incongruent,0.6650000214576721,Human
442,184239,young_20_29,congruent,0.6179999709129333,Human
443,24546,young_20_29,congruent,0.6230000257492065,Human
444,26568,young_20_29,congruent,0.5400000214576721,Human
445,6628,young_20_29,incongruent,0.4589999914169311,Human
446,17833,young_20_29,congruent,0.4880000054836273,Human
447,91837,young_20_29,incongruent,0.7020000219345093,Human
448,42761,young_20_29,incongruent,0.6869999766349792,Human
449,57349,young_20_29,congruent,0.5059999823570251,Human
450,6905,young_20_29,congruent,0.5220000147819519,Human
451,71277,young_20_29,congruent,0.4370000064373016,Human
452,120616,young_20_29,incongruent,0.5479999780654907,Human
453,8802,young_20_29,incongruent,0.6600000262260437,Human
454,12358,young_20_29,incongruent,0.6050000190734863,Human
455,14832,young_20_29,incongruent,0.6639999747276306,Human
456,5168,young_20_29,congruent,0.7020000219345093,Human
457,42579,young_20_29,congruent,0.6499999761581421,Human
458,1794,young_20_29,incongruent,0.7990000247955322,Human
459,7468,young_20_29,incongruent,0.949999988079071,Human
460,27328,young_20_29,congruent,0.6600000262260437,Human
461,169417,young_20_29,incongruent,0.6470000147819519,Human
462,6843,young_20_29,congruent,0.5360000133514404,Human
463,137404,young_20_29,congruent,0.4580000042915344,Human
464,5168,young_20_29,congruent,0.5139999985694885,Human
465,6543,young_20_29,congruent,0.5419999957084656,Human
466,69734,young_20_29,incongruent,0.7509999871253967,Human
467,13617,young_20_29,congruent,0.5360000133514404,Human
468,24785,young_20_29,incongruent,1.5199999809265137,Human
469,2836,young_20_29,congruent,0.5260000228881836,Human
470,18786,young_20_29,incongruent,0.7829999923706055,Human
471,14833,young_20_29,incongruent,0.609000027179718,Human
472,103238,young_20_29,congruent,0.4930000007152557,Human
473,31402,young_20_29,congruent,0.5350000262260437,Human
474,22992,young_20_29,congruent,0.492000013589859,Human
475,11828,young_20_29,congruent,0.5820000171661377,Human
476,154874,young_20_29,congruent,1.1330000162124634,Human
477,34211,young_20_29,incongruent,0.3499999940395355,Human
478,70596,young_20_29,incongruent,0.6399999856948853,Human
479,21877,young_20_29,incongruent,0.6100000143051147,Human
480,4691,young_20_29,congruent,0.6539999842643738,Human
481,553,young_20_29,congruent,0.5690000057220459,Human
482,12139,young_20_29,incongruent,0.7360000014305115,Human
483,7507,young_20_29,incongruent,0.5709999799728394,Human
484,21823,young_20_29,incongruent,0.6600000262260437,Human
485,14712,young_20_29,congruent,0.7519999742507935,Human
486,4818,young_20_29,congruent,0.8920000195503235,Human
487,82849,young_20_29,congruent,0.5339999794960022,Human
488,160247,young_20_29,incongruent,0.4930000007152557,Human
489,12710,young_20_29,incongruent,0.6039999723434448,Human
490,115360,young_20_29,congruent,0.4329999983310699,Human
491,39,young_20_29,congruent,0.5400000214576721,Human
492,90326,young_20_29,congruent,0.7480000257492065,Human
493,19890,young_20_29,incongruent,0.6309999823570251,Human
494,28203,young_20_29,congruent,0.5899999737739563,Human
495,159096,young_20_29,incongruent,0.6959999799728394,Human
496,78475,young_20_29,congruent,0.4970000088214874,Human
497,10909,young_20_29,incongruent,0.5709999799728394,Human
498,26251,young_20_29,congruent,0.5379999876022339,Human
499,34805,young_20_29,incongruent,0.593999981880188,Human
500,101714,young_20_29,congruent,0.4959999918937683,Human
501,561,young_20_29,congruent,0.6660000085830688,Human
502,30454,young_20_29,incongruent,0.5659999847412109,Human
503,31439,young_20_29,congruent,0.4950000047683716,Human
504,11614,young_20_29,incongruent,0.7739999890327454,Human
505,161880,young_20_29,incongruent,0.5569999814033508,Human
506,22576,young_20_29,incongruent,0.8100000023841858,Human
507,179518,young_20_29,congruent,0.5490000247955322,Human
508,25278,young_20_29,incongruent,0.5440000295639038,Human
509,154419,young_20_29,incongruent,0.5669999718666077,Human
